code Swiss-Prot
1AS8 NIR_ALCFA
1ASA AAT_ECOLI
1ASB AAT_ECOLI
1ASC AAT_ECOLI
1ASD AAT_ECOLI
1ASE AAT_ECOLI
1ASF AAT_ECOLI
1ASG AAT_ECOLI
1ASH GLB_ASCSU
1ASJ POLG_POL1M
1ASK NTF2_RAT
1ASL AAT_ECOLI
1ASM AAT_ECOLI
1ASN AAT_ECOLI
1ASO ASO_CUCPM
1ASP ASO_CUCPM
1ASQ ASO_CUCPM
1ASS THSA_THEAC
1AST ASTA_ASTFL
1ASU POL_RSVSB
1ASV POL_RSVSB
1ASW POL_RSVSB
1ASX THSA_THEAC
1ASY SYDC_YEAST
1ASZ SYDC_YEAST
1AT0 HH_DROME
1AT1 PYRB_ECOLI
1AT5 LYSC_CHICK
1AT6 LYSC_CHICK
1AT9 BACR_HALSA
1ATA ITR1_ASCSU
1ATB ITR1_ASCSU
1ATD ITR1_ASCSU
1ATE ITR1_ASCSU
1ATF ANPA_PSEAM
1ATH ANT3_HUMAN
1ATI SYG_THET8
1ATJ PER1A_ARMRU
1ATK CATK_HUMAN
1ATL VMATD_CROAT
1ATN ACTS_RABIT
1ATP IPKA_MOUSE
1ATR HSP7C_BOVIN
1ATS HSP7C_BOVIN
1ATT ANT3_BOVIN
1ATU A1AT_HUMAN
1ATX TXA1_ANESU
1ATY ATPL_ECOLI
1ATZ VWF_HUMAN
1AU0 CATK_HUMAN
1AU1 IFNB_HUMAN
1AU2 CATK_HUMAN
1AU3 CATK_HUMAN
1AU4 CATK_HUMAN
1AU7 PIT1_RAT
1AU8 CATG_HUMAN
1AU9 SUBT_BACAM
1AUA SEC14_YEAST
1AUC THIO_HUMAN
1AUD SNRPA_HUMAN
1AUE MTOR_HUMAN
1AUG PCP_BACAM
1AUH REV_HV1W2
1AUI CANB1_HUMAN
1AUJ TRY1_BOVIN
1AUK ARSA_HUMAN
1AUM POL_HV1N5
1AUN OLPA_TOBAC
1AUO EST2_PSEFL
1AUP DHE2_CLOSY
1AUQ VWF_HUMAN
1AUR EST2_PSEFL
1AUS RBL_SPIOL
1AUT PROC_HUMAN
1AUU SACY_BACSU
1AUV SYN1_BOVIN
1AUW ARLY2_ANAPL
1AUX SYN1_BOVIN
1AUY COAT_TYMV
1AUZ SP2AA_BACSU
1AV1 APOA1_HUMAN
1AV3 CO17A_CONPU
1AV4 PAOX_ARTGO
1AV5 HINT1_HUMAN
1AV6 PAP2_VACCW
1AV7 SUBT_BACLI
1AV8 RIR2_ECOLI
1AVA AMY2_HORVU
1AVB ARC1_PHAVU
1AVC ANXA6_BOVIN
1AVD AVID_CHICK
1AVE AVID_CHICK
1AVF PEPC_HUMAN
1AVG THRB_BOVIN
1AVH ANXA5_HUMAN
1AVJ CML24_ARATH
1AVK PAOX_ARTGO
1AVL PAOX_ARTGO
1AVM SODM_PROFR
1AVN CAH2_HUMAN
1AVO PSME1_HUMAN
1AVP ADEN_ADE02
1AVQ EXO_LAMBD
1AVR ANXA5_HUMAN
1AVS TNNC2_CHICK
1AVT SUBT_BACLI
1AVU ITRA_SOYBN
1AVV NEF_HV1BR
1AVW ITRA_SOYBN
1AVX ITRA_SOYBN
1AVY WAC_BPT4
1AVZ FYN_HUMAN
1AW0 ATP7A_HUMAN
1AW1 TPIS_VIBMA
1AW2 TPIS_VIBMA
1AW3 CYB5_RAT
1AW5 HEM2_YEAST
1AW6 GAL4_YEAST
1AW7 TSST_STAAU
1AW8 PAND_ECOLI
1AWB IMPA1_HUMAN
1AWC GABP1_MOUSE
1AWD FER_CHLFU
1AWE SOS1_HUMAN
1AWF HIRV1_HIRME
1AWH THRB_HUMAN
1AWI PROF1_HUMAN
1AWJ ITK_MOUSE
1AWK ADCY1_BOVIN
1AWL GUC2D_HUMAN
1AWM CYAG_DICDI
1AWN GCYA1_BOVIN
1AWO ABL1_HUMAN
1AWP CYB5B_RAT
1AWQ PPIA_HUMAN
1AWR PPIA_HUMAN
1AWS PPIA_HUMAN
1AWT PPIA_HUMAN
1AWU PPIA_HUMAN
1AWV PPIA_HUMAN
1AWW BTK_HUMAN
1AWX BTK_HUMAN
1AWY CKG_CONGE
1AWZ ANGI_HUMAN
1AX0 LEC_ERYCO
1AX1 LEC_ERYCO
1AX2 LEC_ERYCO
1AX3 PTG3C_BACSU
1AX4 TNAA_PROVU
1AX8 LEP_HUMAN
1AX9 ACES_TORCA
1AXA POL_HV1B1
1AXB BLAT_ECOLX
1AXC CDN1A_HUMAN
1AXD GSTF1_MAIZE
1AXE ADH1E_HORSE
1AXG ADH1E_HORSE
1AXH TOT1A_HADVE
1AXI GHR_HUMAN
1AXJ FMNB_DESVM
1AXK GUB_PAEMA
1AXM FGF1_HUMAN
1AXN ANXA3_HUMAN
1AXQ FER1_AZOVI
1AXR PYGM_RABIT
1AXT GCAM_MOUSE
1AXW TYSY_ECOLI
1AXX CYB5_RAT
1AXY LEC_ERYCO
1AXZ LEC_ERYCO
1AY0 TKT1_YEAST
1AY2 FMM1_NEIGO
1AY4 TYRB_PARDE
1AY5 TYRB_PARDE
1AY6 THRB_HUMAN
1AY7 BARS_BACAM
1AY8 TYRB_PARDE
1AY9 UMUD_ECOLI
1AYA PGFRB_MOUSE
1AYB IRS1_MOUSE
1AYC PGFRB_MOUSE
1AYD PTN11_MOUSE
1AYE CBPA2_HUMAN
1AYF ADX_BOVIN
1AYG CY552_HYDTT
1AYI IMM7_ECOLX
1AYJ DEF1_RAPSA
1AYK MMP1_HUMAN
1AYL PCKA_ECOLI
1AYM POLG_HRV16
1AYN POLG_HRV16
1AYO A2MG_BOVIN
1AYP PA2GA_HUMAN
1AYR ARRS_BOVIN
1AYU CATK_HUMAN
1AYV CATK_HUMAN
1AYW CATK_HUMAN
1AYX AMYG_SACFI
1AYY ASPG_ELIMR
1AYZ UBC2_YEAST
1AZ0 T2E5_ECOLX
1AZ1 ALDR_HUMAN
1AZ2 ALDR_HUMAN
1AZ3 T2E5_ECOLX
1AZ4 T2E5_ECOLX
1AZ5 POL_SIVM1
1AZ6 GUX1_TRIRE
1AZ7 CSF3R_HUMAN
1AZ8 TRY1_BOVIN
1AZB AZUR_ALCDE
1AZC AZUR_ALCDE
1AZD CONA_CANBR
1AZE GRB2_HUMAN
1AZF LYSC_CHICK
1AZG FYN_HUMAN
1AZH GUX1_TRIRE
1AZI MYG_HORSE
1AZJ GUX1_TRIRE
1AZK GUX1_TRIRE
1AZL FLAV_DESVH
1AZM CAH1_HUMAN
1AZN AZUR_PSEAE
1AZO MUTH_ECOLI
1AZP DN71_SULAC
1AZQ DN71_SULAC
1AZR AZUR_PSEAE
1AZS ADCY2_RAT
1AZT GNAS2_BOVIN
1AZU AZUR_PSEAE
1AZV SODC_HUMAN
1AZW PIP_XANCI
1AZX ANT3_HUMAN
1AZY TYPH_ECOLI
1AZZ COGS_UCAPU
1B00 PHOB_ECOLI
1B01 COPG_STRAG
1B02 TYSY1_BACSU
1B04 DNLJ_BACST
1B05 OPPA_SALTY
1B06 SODF_SULAC
1B07 CRK_MOUSE
1B08 SFTPD_HUMAN
1B09 CRP_HUMAN
1B0A FOLD_ECOLI
1B0B GLB1_LUCPE
1B0C BPT1_BOVIN
1B0D LYSC_CHICK
1B0E CELA1_PIG
1B0F ELNE_HUMAN
1B0G 1A02_HUMAN
1B0H OPPA_SALTY
1B0I AMY_PSEHA
1B0J ACON_PIG
1B0K ACON_PIG
1B0L TRFL_HUMAN
1B0M ACON_PIG
1B0N SINI_BACSU
1B0O LACB_BOVIN
1B0R 1A02_HUMAN
1B0T FER1_AZOVI
1B0U HISP_SALTY
1B0V FER1_AZOVI
1B0W KV102_HUMAN
1B0X EPHA4_MOUSE
1B0Y HIP_ALLVD
1B0Z G6PIB_BACST
1B10 PRIO_MESAU
1B11 POL_FIVPE
1B12 LEP_ECOLI
1B13 RUBR_CLOPA
1B14 ADH_DROLE
1B15 ADH_DROLE
1B16 ADH_DROLE
1B17 INS_PIG
1B18 INS_PIG
1B19 INS_PIG
1B1A MAMA_CLOCO
1B1B IDER_MYCTU
1B1C NCPR_HUMAN
1B1E ANGI_HUMAN
1B1F DPOL_BPR69
1B1G S100G_BOVIN
1B1H OPPA_SALTY
1B1I ANGI_HUMAN
1B1J ANGI_HUMAN
1B1U IAAT_ELECO
1B1V PSP1_PSEIC
1B1X TRFL_HORSE
1B1Y AMYB_HORVU
1B1Z SPEA_STRPY
1B20 RNBR_BACAM
1B21 RNBR_BACAM
1B22 RAD51_HUMAN
1B23 EFTU_THEAQ
1B24 DMO1_DESMO
1B26 DHE3_THEMA
1B27 BARS_BACAM
1B28 RARC_BPP22
1B29 HEM11_HORVU
1B2A INS_PIG
1B2B INS_PIG
1B2C INS_PIG
1B2D INS_PIG
1B2E INS_PIG
1B2F INS_PIG
1B2G INS_PIG
1B2H OPPA_SALTY
1B2I PLMN_HUMAN
1B2J RUBR_CLOPA
1B2K LYSC_CHICK
1B2L ADH_DROLE
1B2M RNT1_ASPOR
1B2O RUBR_CLOPA
1B2R FENR_ANASO
1B2S BARS_BACAM
1B2T X3CL1_HUMAN
1B2U BARS_BACAM
1B2V HASA_SERMA
1B2X RNBR_BACAM
1B2Y AMYP_HUMAN
1B2Z RNBR_BACAM
1B30 XYNA_PENSI
1B31 XYNA_PENSI
1B32 OPPA_SALTY
1B33 PHAA_MASLA
1B34 SMD1_HUMAN
1B35 POLG_CRPV
1B37 PAO_MAIZE
1B38 CDK2_HUMAN
1B39 CDK2_HUMAN
1B3A CCL5_HUMAN
1B3B DHE3_THEMA
1B3C SCXI_CENSC
1B3D MMP3_HUMAN
1B3E TRFE_HUMAN
1B3F OPPA_SALTY
1B3G OPPA_SALTY
1B3H OPPA_SALTY
1B3I PLAS_PROHO
1B3J MICA_HUMAN
1B3K PAI1_HUMAN
1B3L OPPA_SALTY
1B3N FABF_ECOLI
1B3O IMDH2_HUMAN
1B3Q CHEA_THEMA
1B3R SAHH_RAT
1B3S BARS_BACAM
1B3T EBNA1_EBVB9
1B3U 2AAA_HUMAN
1B3V XYNA_PENSI
1B3W XYNA_PENSI
1B3X XYNA_PENSI
1B3Y XYNA_PENSI
1B3Z XYNA_PENSI
1B40 OPPA_SALTY
1B41 ACES_HUMAN
1B42 PAP2_VACCW
1B43 FEN_PYRFU
1B44 ELBH_ECOLX
1B45 CA1AB_CONCN
1B46 OPPA_SALTY
1B47 CBL_HUMAN
1B48 GSTA4_MOUSE
1B49 DCHM_BPT4
1B4A ARGR_BACST
1B4B ARGR_BACST
1B4C S100B_RAT
1B4D PYGM_RABIT
1B4E HEM2_ECOLI
1B4F EPHB2_HUMAN
1B4G KCNC4_RAT
1B4H OPPA_SALTY
1B4I KCNC4_RAT
1B4K HEM2_PSEAE
1B4L SODC_YEAST
1B4M RET2_RAT
1B4O DN71_SULSO
1B4P GSTM2_RAT
1B4Q GLRX1_HUMAN
1B4R PKD1_HUMAN
1B4S NDKC_DICDI
1B4T SODC_YEAST
1B4U PCYA_PSEPA
1B4V CHOD_STRS0
1B4W PA24_AGKHP
1B4X AAT_ECOLI
1B4Z OPPA_SALTY
1B50 CCL3_HUMAN
1B51 OPPA_SALTY
1B52 OPPA_SALTY
1B53 CCL3_HUMAN
1B54 YBD6_YEAST
1B55 BTK_HUMAN
1B56 FABP5_HUMAN
1B57 ALF_ECOLI
1B58 OPPA_SALTY
1B59 AMPM2_HUMAN
1B5A CYB5_RAT
1B5B CYB5_RAT
1B5D DCHM_BPT4
1B5E DCHM_BPT4
1B5F CARDA_CYNCA
1B5G HIRV2_HIRME
1B5H OPPA_SALTY
1B5I OPPA_SALTY
1B5J OPPA_SALTY
1B5L IFNT1_SHEEP
1B5M CYB5B_RAT
1B5N PSP1_PSEIC
1B5O AAT_THET8
1B5P AAT_THET8
1B5Q PAO_MAIZE
1B5S ODP2_BACST
1B5T METF_ECOLI
1B5U LYSC_HUMAN
1B5V LYSC_HUMAN
1B5W LYSC_HUMAN
1B5X LYSC_HUMAN
1B5Y LYSC_HUMAN
1B5Z LYSC_HUMAN
1B61 HEM11_HORVU
1B62 MUTL_ECOLI
1B63 MUTL_ECOLI
1B64 EF1B_HUMAN
1B66 PTPS_RAT
1B67 HMFA_METFE
1B68 APOE_HUMAN
1B69 TNR6_ENTFA
1B6A AMPM2_HUMAN
1B6B SNAT_SHEEP
1B6C FKB1A_HUMAN
1B6E KLRD1_HUMAN
1B6F BEV1A_BETVE
1B6G DHLA_XANAU
1B6H OPPA_SALTY
1B6I LYS_BPT4
1B6J POL_HV1A2
1B6K POL_HV1A2
1B6L POL_HV1A2
1B6M POL_HV1A2
1B6P POL_HV1A2
1B6Q ROP_ECOLX
1B6R PURK_ECOLI
1B6S PURK_ECOLI
1B6T COAD_ECOLI
1B6U KI2L3_HUMAN
1B6V RNAS1_BOVIN
1B6W HMFB_METFE
1B6Z PTPS_RAT
1B70 SYFA_THETH
1B71 RUBY_DESVH
1B72 HXB1_HUMAN
1B73 MURI_AQUPY
1B74 MURI_AQUPY
1B75 RL25_ECOLI
1B76 SYG_THET8
1B77 DPA5_BPR69
1B78 NTPA_METJA
1B79 DNAB_ECOLI
1B7A PEBP1_BOVIN
1B7B ARCC1_ENTFC
1B7D SCX7_TITSE
1B7E TN5P_ECOLX
1B7F SXL_DROME
1B7G G3P_SULSO
1B7H OPPA_SALTY
1B7I ANP12_MACAM
1B7J ANP12_MACAM
1B7K ANP12_MACAM
1B7L LYSC_HUMAN
1B7M LYSC_HUMAN
1B7N LYSC_HUMAN
1B7O LYSC_HUMAN
1B7P LYSC_HUMAN
1B7Q LYSC_HUMAN
1B7R LYSC_HUMAN
1B7S LYSC_HUMAN
1B7T MLE_AEQIR
1B7U TRFL_HORSE
1B7V CY553_BACPA
1B7X THRB_HUMAN
1B7Y SYFA_THETH
1B7Z TRFL_HORSE
1B80 LIG8_PHACH
1B82 LIG8_PHACH
1B85 LIG8_PHACH
1B86 HBA_HUMAN
1B89 CLH1_BOVIN
1B8A SYD_PYRKO
1B8C PRVB_CYPCA
1B8D PHEA_GRIMO
1B8E LACB_BOVIN
1B8F HUTH_PSEPU
1B8G 1A1C_MALDO
1B8H DPA5_BPR69
1B8I EXD_DROME
1B8J PPB_ECOLI
1B8K NTF3_HUMAN
1B8L PRVB_CYPCA
1B8M BDNF_HUMAN
1B8N PNPH_BOVIN
1B8O PNPH_BOVIN
1B8P MDH_AQUAR
1B8Q NOS1_RAT
1B8R PRVB_CYPCA
1B8S CHOD_STRS0
1B8T CSRP1_CHICK
1B8U MDH_AQUAR
1B8V MDH_AQUAR
1B8W DLP1_ORNAN
1B8X GST26_SCHJA
1B8Y MMP3_HUMAN
1B8Z DBH_THEMA
1B90 AMYB_BACCE
1B92 POL_HV1N5
1B93 MGSA_ECOLI
1B94 T2E5_ECOLX
1B95 T2E5_ECOLX
1B96 T2E5_ECOLX
1B97 T2E5_ECOLX
1B98 NTF4_HUMAN
1B99 NDKC_DICDI
1B9A PRVB_CYPCA
1B9B PGKT_THEMA
1B9C GFP_AEQVI
1B9D POL_HV1N5
1B9E INS_HUMAN
1B9F POL_HV1N5
1B9G IGF1_HUMAN
1B9J OPPA_SALTY
1B9K AP2A2_MOUSE
1B9L FOLX_ECOLI
1B9M MODE_ECOLI
1B9N MODE_ECOLI
1B9O LALBA_HUMAN
1B9P COEA1_CHICK
1B9Q COEA1_CHICK
1B9R TERPB_PSESP
1B9S NRAM_INBLE
1B9T NRAM_INBLE
1B9U ATPF_ECOLI
1B9V NRAM_INBLE
1B9X GBB1_BOVIN
1B9Y GBB1_BOVIN
1B9Z AMYB_BACCE
1BA0 HSP7C_BOVIN
1BA1 HSP7C_BOVIN
1BA2 RBSB_ECOLI
1BA3 LUCI_PHOPY
1BA4 A4_HUMAN
1BA5 TERF1_HUMAN
1BA6 A4_HUMAN
1BA7 ITRA_SOYBN
1BA8 THRB_HUMAN
1BA9 SODC_HUMAN
1BAB HBA_HUMAN
1BAC BACR_HALSA
1BAD BACR_HALSA
1BAG AMY_BACSU
1BAH KAX11_LEIQH
1BAI POL_RSVP
1BAJ POL_HV1N5
1BAK ARBK1_HUMAN
1BAL ODO2_ECOLI
1BAM T2BA_BACAM
1BAN RNBR_BACAM
1BAO RNBR_BACAM
1BAP ARAF_ECOLI
1BAR FGF1_BOVIN
1BAS FGF2_HUMAN
1BAV CBPA1_BOVIN
1BAW PLAS_PHOLA
1BAX GAG_MPMV
1BAY GSTP1_MOUSE
1BAZ RARC_BPP22
1BB0 THRB_HUMAN
1BB3 LYSC_HUMAN
1BB4 LYSC_HUMAN
1BB5 LYSC_HUMAN
1BB6 LYSC2_ONCMY
1BB7 LYSC2_ONCMY
1BB8 TNR6_ENTFA
1BB9 BIN1_RAT
1BBA PAHO_BOVIN
1BBB HBA_HUMAN
1BBC PA2GA_HUMAN
1BBG MPAT5_AMBTR
1BBH CYCP_ALLVD
1BBI IBB1_SOYBN
1BBJ IGHG4_HUMAN
1BBL ODO2_ECOLI
1BBN IL4_HUMAN
1BBO ZEP1_HUMAN
1BBP BBP_PIEBR
1BBR FIBA_HUMAN
1BBS RENI_HUMAN
1BBU SYK1_ECOLI
1BBW SYK1_ECOLI
1BBX DN72_SULSO
1BBY T2FB_HUMAN
1BBZ ABL1_HUMAN
1BC0 ANXA5_RAT
1BC1 ANXA5_RAT
1BC2 BLA2_BACCE
1BC3 ANXA5_RAT
1BC4 RNASO_RANCA
1BC5 CHER_SALTY
1BC6 FER_BACSC
1BC7 ELK4_HUMAN
1BC8 ELK4_HUMAN
1BC9 CYH1_HUMAN
1BCC CY1_BOVIN
1BCD CAH2_HUMAN
1BCF BFR_ECOLI
1BCG SIXE_BUTJU
1BCH MBL1_RAT
1BCI PA24A_HUMAN
1BCJ MBL1_RAT
1BCK PPIA_HUMAN
1BCM TRA_BPMU
1BCN IL4_HUMAN
1BCO TRA_BPMU
1BCP TOX1_BORPE
1BCR CBP2_WHEAT
1BCS CBP2_WHEAT
1BCT BACR_HALSA
1BCU HIRV1_HIRME
1BCV POLG_FMDVA
1BCW ANXA5_RAT
1BCX XYNA_BACCI
1BCY ANXA5_RAT
1BCZ ANXA5_RAT
1BD0 ALR_BACST
1BD2 1A02_HUMAN
1BD3 UPP_TOXGO
1BD4 UPP_TOXGO
1BD6 FER_BACSC
1BD7 CRBB2_RAT
1BD8 CDN2D_HUMAN
1BD9 PEBP1_HUMAN
1BDA TPA_HUMAN
1BDB BPHB_BURXL
1BDC SPA_STAAU
1BDD SPA_STAAU
1BDE VPR_HV1N5
1BDF RPOA_ECOLI
1BDG HXK_SCHMA
1BDH PURR_ECOLI
1BDI PURR_ECOLI
1BDJ ARCB_ECOLI
1BDL POL_HV1B5
1BDM MDH_THETH
1BDO BCCP_ECOLI
1BDQ POL_HV1B5
1BDR POL_HV1B5
1BDS BDS1_ANESU
1BDT RARC_BPP22
1BDU TYSY_ECOLI
1BDV RARC_BPP22
1BDX RUVA_ECOLI
1BDY KPCD_RAT
1BE0 DHLA_XANAU
1BE1 MAMA_CLOTT
1BE2 NLTP1_HORVU
1BE3 CY1_BOVIN
1BE4 NDKA2_BOVIN
1BE6 SUBT_BACLI
1BE7 RUBR_CLOPA
1BE8 SUBT_BACLI
1BE9 DLG4_RAT
1BEA ITRF_MAIZE
1BEB LACB_BOVIN
1BED DSBA_VIBCH
1BEE DHLA_XANAU
1BEG ELIB_PHYCR
1BEH PEBP1_HUMAN
1BEI TXSHK_STOHE
1BEJ CCPR_YEAST
1BEK CCPR_YEAST
1BEL RNAS1_BOVIN
1BEM CCPR_YEAST
1BEN INS_HUMAN
1BEO ELIB_PHYCR
1BEP CCPR_YEAST
1BEQ CCPR_YEAST
1BES CCPR_YEAST
1BET NGF_MOUSE
1BEU TRPA_SALTY
1BEV POLG_BOVEV
1BEX AZUR_PSEAE
1BEY IGHG1_HUMAN
1BEZ DHLA_XANAU
1BF0 TXCA_DENAN
1BF2 ISOA_PSEAY
1BF3 PHHY_PSEFL
1BF4 DN71_SULAC
1BF5 STAT1_HUMAN
1BF6 PHP_ECOLI
1BF8 FIMC_ECOLI
1BF9 FA7_HUMAN
1BFA ITRF_MAIZE
1BFB FGF2_HUMAN
1BFC FGF2_HUMAN
1BFD MDLC_PSEPU
1BFE DLG4_RAT
1BFF FGF2_HUMAN
1BFG FGF2_HUMAN
1BFI P85A_BOVIN
1BFJ P85A_BOVIN
1BFK SUBT_BACLI
1BFM HMFB_METFE
1BFN AMYB_SOYBN
1BFO KACB_RAT
1BFP GFP_AEQVI
1BFR BFR_ECOLI
1BFS NFKB1_MOUSE
1BFT TF65_MOUSE
1BFU SUBT_BACLI
1BFV KV2A7_MOUSE
1BFX CYB5_RAT
1BFY RUBR_CLOPA
1BG0 KARG_LIMPO
1BG1 STAT3_MOUSE
1BG2 KINH_HUMAN
1BG3 HXK1_RAT
1BG4 XYNA_PENSI
1BG5 GST26_SCHJA
1BG6 ODH_ARTSC
1BG7 FRI1_RANCA
1BG8 HDEA_ECOLI
1BG9 AMY2_HORVU
1BGA BGLA_PAEPO
1BGB T2E5_ECOLX
1BGC CSF3_BOVIN
1BGD CSF3_CANFA
1BGE CSF3_CANFA
1BGF STAT4_MOUSE
1BGG BGLA_PAEPO
1BGI LYSC_CHICK
1BGJ PHHY_PSEFL
1BGK TXBGK_BUNGR
1BGL BGAL_ECOLI
1BGM BGAL_ECOLI
1BGN PHHY_PSEFL
1BGO CATK_HUMAN
1BGQ HSP82_YEAST
1BGS BARS_BACAM
1BGT GSTB_BPT4
1BGU GSTB_BPT4
1BGV DHE2_CLOSY
1BGW TOP2_YEAST
1BGX DPO1_THEAQ
1BGY CY1_BOVIN
1BH0 GLUC_HUMAN
1BH1 MEL_APIME
1BH2 GNAI1_RAT
1BH3 PORI_RHOBL
1BH4 CIRA_CHAPA
1BH5 LGUL_HUMAN
1BH6 SUBD_BACLI
1BH7 B3AT_HUMAN
1BH8 TAF11_HUMAN
1BH9 TAF11_HUMAN
1BHA BACR_HALSA
1BHB BACR_HALSA
1BHC BPT1_BOVIN
1BHD UTRO_HUMAN
1BHE PGLR2_PECCC
1BHF LCK_HUMAN
1BHG BGLR_HUMAN
1BHH LCK_HUMAN
1BHI ATF2_HUMAN
1BHJ GNMT_RAT
1BHL POL_HV1N5
1BHM T2BA_BACAM
1BHN NDKA1_BOVIN
1BHO ITAM_HUMAN
1BHP THNB_WHEAT
1BHQ ITAM_HUMAN
1BHS DHB1_HUMAN
1BHT HGF_HUMAN
1BHU IMEP_STRNI
1BHW XYLA_ACTMI
1BHX THRB_HUMAN
1BHZ LYSC_CHICK
1BI0 DTXR_CORDI
1BI1 DTXR_CORDI
1BI2 DTXR_CORDI
1BI3 DTXR_CORDI
1BI4 POL_HV1N5
1BI5 CHS2_MEDSA
1BI6 IBRO_ANACO
1BI7 CD2A1_HUMAN
1BI8 CDK6_HUMAN
1BI9 AL1A2_RAT
1BIA BIRA_ECOLI
1BIB BIRA_ECOLI
1BIC CAH2_HUMAN
1BID TYSY_ECOLI
1BIF F264_RAT
1BIG KAX15_MESMA
1BIH HEMO_HYACE
1BII B2MG_MOUSE
1BIJ HBA_HUMAN
1BIK AMBP_HUMAN
1BIL RENI_HUMAN
1BIM RENI_HUMAN
1BIN LGBA_SOYBN
1BIO CFAD_HUMAN
1BIP IAAT_ELECO
1BIQ RIR2_ECOLI
1BIR RNT1_ASPOR
1BIS POL_HV1N5
1BIT TRY1_SALSA
1BIU POL_HV1N5
1BIV TAT_BIV29
1BIW MMP3_HUMAN
1BIX APEX1_HUMAN
1BIY TRFL_BUBBU
1BIZ POL_HV1N5
1BJ0 TETR4_ECOLX
1BJ1 VEGFA_HUMAN
1BJ3 IXA_TRIFL
1BJ4 GLYC_HUMAN
1BJ5 ALBU_HUMAN
1BJ7 ALL2_BOVIN
1BJ8 IL6RB_HUMAN
1BJ9 CCPR_YEAST
1BJA MOTA_BPT4
1BJB A4_HUMAN
1BJC A4_HUMAN
1BJE MYG_HORSE
1BJF NCALD_BOVIN
1BJG TYSY_ECOLI
1BJI NRAM_I75A5
1BJJ PA23_AGKHP
1BJK FENR_ANASO
1BJN SERC_ECOLI
1BJO SERC_ECOLI
1BJP 4OT1_PSEPU
1BJQ LEC1_DOLBI
1BJR PRTK_TRIAL
1BJT TOP2_YEAST
1BJU TRY1_BOVIN
1BJV TRY1_BOVIN
1BJW AAT_THET8
1BJX PDIA1_HUMAN
1BJY TETR4_ECOLX
1BJZ TETR4_ECOLX
1BK0 IPNS_EMENI
1BK1 XYN3_ASPKA
1BK2 SPTA2_CHICK
1BK4 F16P1_RABIT
1BK5 IMA1_YEAST
1BK6 IMA1_YEAST
1BK7 RNMC_MOMCH
1BK8 DEF1_AESHI
1BK9 PA21B_AGKHP
1BKA TRFL_HUMAN
1BKB IF5A_PYRAE
1BKC ADA17_HUMAN
1BKD RASH_HUMAN
1BKE ALBU_HUMAN
1BKF FKB1A_HUMAN
1BKG AAT_THET8
1BKJ FRP_VIBHA
1BKL SRC_RSVSA
1BKM SRC_RSVSA
1BKN MUTL_ECOLI
1BKO TYSY1_BACSU
1BKP TYSY1_BACSU
1BKR SPTB2_HUMAN
1BKS TRPA_SALTY
1BKT KAX36_MESMA
1BKU CALC_ANGJA
1BKW PHHY_PSEFL
1BKX KAPCA_MOUSE
1BKY PAP2_VACCW
1BKZ LEG7_HUMAN
1BL0 MARA_ECOLI
1BL1 PTH1R_HUMAN
1BL3 POL_HV1N5
1BL4 FKB1A_HUMAN
1BL5 IDH_ECOLI
1BL6 MK14_HUMAN
1BL7 MK14_HUMAN
1BL8 KCSA_STRLI
1BL9 NIRS_PSEAE
1BLA FGF2_HUMAN
1BLB CRBB2_BOVIN
1BLC BLAC_STAAU
1BLD FGF2_HUMAN
1BLE PTFB_BACSU
1BLF TRFL_BOVIN
1BLH BLAC_STAAU
1BLI AMY_BACLI
1BLJ BLK_MOUSE
1BLK BLK_MOUSE
1BLL AMPL_BOVIN
1BLP BLAC_STAAU
1BLQ TNNC2_CHICK
1BLR RABP2_HUMAN
1BLS AMPC_ENTCL
1BLU FER_ALLVD
1BLV CYB5_RAT
1BLX CDK6_HUMAN
1BLZ IPNS_EMENI
1BM0 ALBU_HUMAN
1BM1 BACR_HALSA
1BM2 GRB2_HUMAN
1BM4 GAG_MLVMO
1BM5 RABP2_HUMAN
1BM6 MMP3_HUMAN
1BM7 TTHY_HUMAN
1BM8 MBP1_YEAST
1BM9 RTP_BACSU
1BMA CELA1_PIG
1BMB GRB2_HUMAN
1BMC BLA2_BACCE
1BMD MDH_THETH
1BMF ATPA_BOVIN
1BMG B2MG_BOVIN
1BMK MK14_HUMAN
1BML PLMN_HUMAN
1BMM HIR3A_HIRME
1BMN HIR3A_HIRME
1BMO SPRC_HUMAN
1BMP BMP7_HUMAN
1BMQ CASP1_HUMAN
1BMR SCL3_LEIQH
1BMS COAT_BPMS2
1BMT METH_ECOLI
1BMU CATL_BRUPA
1BMV POL2_BPMV
1BMW MPAP2_PHLPR
1BMZ TTHY_HUMAN
1BN1 CAH2_HUMAN
1BN3 CAH2_HUMAN
1BN4 CAH2_HUMAN
1BN5 AMPM2_HUMAN
1BN6 DHAA_RHOSD
1BN7 DHAA_RHOSD
1BN8 PLY_BACSU
1BNB DFB12_BOVIN
1BNC ACCC_ECOLI
1BND BDNF_HUMAN
1BNE RNBR_BACAM
1BNF RNBR_BACAM
1BNG RNBR_BACAM
1BNI RNBR_BACAM
1BNJ RNBR_BACAM
1BNK 3MG_HUMAN
1BNL COIA1_HUMAN
1BNM CAH2_HUMAN
1BNN CAH2_HUMAN
1BNO DPOLB_RAT
1BNP DPOLB_RAT
1BNQ CAH2_HUMAN
1BNR RNBR_BACAM
1BNS RNBR_BACAM
